Model Auta,Verze modelu,Cena,Datum registrace,Najezd,Stk,Stav,Vykon,Objem motoru,Typ paliva,Typ prevodovky,Typ karoserie,Pocet dveri,Pocet mist,Barva exterieru,Adresa prodejce
BMW Řada 5,520D XDRIVE M-PACKET MHEV,999 990 Kč,3/2021,75033km,11/2026,Perfektní,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,šedá metalíza,Kostelecká 1144/85 Praha 9 - Čakovice 19600
BMW M3,M3*F80*YAS.MARINA.BLAU*317kW*,999 990 Kč,2014,165000km,4/2026,Perfektní,317 kW / 431 PS,2 979 cm³,benzin,aut. převodovka,sedan,5 dveří,5 míst,modrá metalíza,"Rovná 1332 Sulice - Želivec, Praha 25168"
BMW X5,"30d xDrive LUXURY, HEAD-UP, AC",999 900 Kč,4/2019,128970km,5/2025,Perfektní,195 kW / 265 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,světle šedá metalíza,Kamýcká 40/7 Praha 6 16000
BMW Řada 6,640i xDrive Gran Turismo,999 000 Kč,1/2021,87399km,1/2025,Perfektní,245 kW / 333 PS,2 998 cm³,benzin,aut. převodovka,liftback,5 dveří,5 míst,červená metalíza,Jenisov 187 Karlovy Vary 36001
BMW X1,sDrive 18i,999 000 Kč,10/2024,10km,neuvedeno,Nové vozidlo,100 kW / 136 PS,1 499 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,bílá,Lipová 280 Praha - Čestlice 25101
BMW X5,"3.0 D M50d xDrive, ČR, M",999 000 Kč,2018,110340km,2/2026,neuvedeno,280 kW / 381 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,šedá metalíza,K Učilišti 170 Praha 10-Štěrboholy 10200
BMW Řada 2,230e xDrive Active Tourer,999 000 Kč,2023,35000km,neuvedeno,Perfektní,240 kW / 326 PS,1 499 cm³,hybridní - benzin,aut. převodovka,MPV,5 dveří,5 míst,modrá,Průběžná 76 Praha 10 10000
BMW X6,xDrive40d,1 000 000 Kč,2019,68011km,6/2025,Perfektní,230 kW / 313 PS,3 000 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 6,řady 6 | 640i xDrive,999 998 Kč,4/2021,59447km,neuvedeno,Velmi dobrý,245 kW / 333 PS,2 998 cm³,benzin,aut. převodovka,hatchback,5 dveří,5 míst,modrá metalíza,Jeremiášova 1127/5 Praha 5 - Stodůlky 15500
BMW Řada 4,420d xDrive Gran Coupé M-Sport,999 000 Kč,2022,51000km,9/2026,Velmi dobrý,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,kupé,4 dveře,5 míst,modrá metalíza,Písečná 1609 Kolín 28002
BMW Řada 5,550i xDrive Sedan M Sport,999 900 Kč,2017,88550km,neuvedeno,Perfektní,340 kW / 462 PS,4 395 cm³,benzin,aut. převodovka,sedan,4 dveře,5 míst,bílá,Přístavní 837/85 Ústí nad Labem 40007
BMW Řada 2,223i xDrive Active Tourer,1 001 480 Kč,4/2024,25075km,neuvedeno,neuvedeno,150 kW / 204 PS,1 998 cm³,benzin,aut. převodovka,VAN,5 dveří,5 míst,černá metalíza,Bytčická 82 Žilina 01001
BMW Řada 5,3.0 M550d xDrive AT Touring,999 900 Kč,3/2020,88093km,2/2026,Velmi dobrý,294 kW / 400 PS,2 993 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,bílá,Tlumačovská 1298 Praha 15500
BMW X1,18i xLine MOŽNOST PRONÁJMU,999 937 Kč,2024,5900km,neuvedeno,Perfektní,100 kW / 136 PS,1 499 cm³,nafta,aut. převodovka,SUV,neuvedeno,neuvedeno,černá,V Horkách 1735/21 Praha 4 - Nusle 14000
BMW M4,"3.0i,M-DCT/keramické brzdy",999 990 Kč,7/2014,115000km,10/2026,neuvedeno,317 kW / 431 PS,2 979 cm³,benzin,aut. převodovka,kupé,2 dveře,4 místa,černá metalíza,Křižíkova 2411 Benešov 25601
BMW X3,xDRIVE 20d - ČR - 29 000KM,999 900 Kč,10/2021,29800km,10/2025,Velmi dobrý,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,modrá metalíza,Lidická Litovel 78401
BMW Řada 4,440i xDrive Gran Coupé Sport L,999 999 Kč,10/2020,98032km,neuvedeno,Velmi dobrý,240 kW / 326 PS,2 998 cm³,benzin,aut. převodovka,liftback,5 dveří,5 míst,černá metalíza,Kostelecká 933/77a Praha 9 Čakovice 19600
BMW X5,"M xDrive 423kW, PANORAMA, HEAD",999 900 Kč,6/2016,107000km,1/2027,Perfektní,423 kW / 575 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,bílá metalíza,Kamýcká 40/7 Praha 6 16000
BMW X5,"X5 M50d xDrive,M paket,ČR,TOP",999 900 Kč,2018,105955km,5/2024,Perfektní,280 kW / 381 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,stříbrná,Tovární 11 Brno - Chrlice 64300
BMW Řada 3,320d xDrive Touring,1 039 000 Kč,2022,54000km,7/2026,Velmi dobrý,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,černá metalíza,Průběžná 76 Praha 10 10000
BMW X1,sDrive20i,1 019 000 Kč,2023,29000km,6/2027,Velmi dobrý,125 kW / 170 PS,1 499 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,černá metalíza,Ruská 3018 Ostrava-Moravská Ostrava 70300
BMW X1,sDrive18i,1 029 000 Kč,2025,6km,neuvedeno,Nové vozidlo,100 kW / 136 PS,1 499 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,zelená metalíza,Obchodní 622 Liberec 11 46001
BMW X3,xDrive30e,1 019 000 Kč,8/2021,38500km,neuvedeno,neuvedeno,215 kW / 292 PS,1 998 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,modrá metalíza,Za Kličovem 1 Praha 9 19000
BMW Řada 4,420d xDrive Gran Coupe M Sport,1 040 000 Kč,10/2022,38495km,neuvedeno,Dobrý,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,liftback,5 dveří,5 míst,oranžová metalíza,Jenisov 187 Karlovy Vary 36001
BMW Řada 2,225e xDrive Active Tourer,1 029 000 Kč,2023,25000km,neuvedeno,Perfektní,180 kW / 245 PS,1 499 cm³,hybridní - benzin,aut. převodovka,MPV,5 dveří,5 míst,šedá metalíza,Průběžná 76 Praha 10 10000
BMW Řada 1,120,1 019 000 Kč,7/2024,5km,neuvedeno,Nové vozidlo,125 kW / 170 PS,1 499 cm³,benzin,aut. převodovka,hatchback,5 dveří,5 míst,šedá,Lipová 280 Praha - Čestlice 25101
BMW X5,xDrive40i,1 003 739 Kč,4/2019,158657km,neuvedeno,neuvedeno,250 kW / 340 PS,2 998 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,černá metalíza,Bytčická 82 Žilina 01001
BMW Řada 1,120,1 040 600 Kč,2024,neuvedeno,neuvedeno,Nové vozidlo,115 kW / 156 PS,1 499 cm³,benzin,aut. převodovka,hatchback,5 dveří,5 míst,bílá,Za Kličovem 1 Praha 9 19000
BMW Řada 1,M135i xDrive,1 029 000 Kč,2023,9850km,neuvedeno,Perfektní,225 kW / 306 PS,1 998 cm³,benzin,aut. převodovka,hatchback,5 dveří,5 míst,bílá,Průběžná 76 Praha 10 10000
BMW X5,xDrive 40e iPerformance 180kW,1 028 499 Kč,1/2018,33589km,1/2025,Perfektní,180 kW / 245 PS,1 997 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,černá metalíza,Lovosická 778/2 PRAHA 9 - PROSEK 19000
BMW X2,sDrive20i,1 019 000 Kč,2024,19000km,2/2028,Perfektní,125 kW / 170 PS,1 499 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,šedá metalíza,Ruská 3018 Ostrava-Moravská Ostrava 70300
BMW Řada 3,318d Sedan,1 019 000 Kč,1/2024,20000km,neuvedeno,Předváděcí vozidlo,110 kW / 150 PS,1 995 cm³,nafta,aut. převodovka,sedan,4 dveře,5 míst,bílá,Lipová 280 Praha - Čestlice 25101
BMW X1,"sDrive20i, Full LED, Navigace",1 020 000 Kč,2024,4314km,3/2028,Perfektní,125 kW / 170 PS,1 500 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,oranžová,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Řada 3,318I,1 032 000 Kč,N/A,neuvedeno,neuvedeno,Nové vozidlo,115 kW / 156 PS,1 cm³,benzin,aut. převodovka,sedan,neuvedeno,neuvedeno,černá,Vítkovická 3246/1A Ostrava-Moravská Ostrava 70200
BMW Řada 2,218d Active Tourer,1 041 000 Kč,2025,7km,neuvedeno,Nové vozidlo,110 kW / 150 PS,1 995 cm³,nafta,aut. převodovka,MPV,5 dveří,5 míst,zelená metalíza,Vítkovická 3246/1A Ostrava-Moravská Ostrava 70200
BMW Řada 1,120,1 029 000 Kč,9/2024,6000km,9/2028,Nové vozidlo,125 kW / 170 PS,1 499 cm³,benzin,aut. převodovka,hatchback,5 dveří,4 místa,fialová metalíza,Tř.T.Bati 400 Zlín 76001
BMW X2,20d xD Nájem od 15tis/měsíčně,1 027 053 Kč,2023,5900km,neuvedeno,Perfektní,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,SUV,neuvedeno,neuvedeno,bílá,V Horkách 1735/21 Praha 4 - Nusle 14000
BMW Z4,sDrive30i,1 039 000 Kč,2021,20200km,neuvedeno,Perfektní,190 kW / 258 PS,1 998 cm³,benzin,aut. převodovka,kabriolet,3 dveře,2 místa,červená,Průběžná 76 Praha 10 10000
BMW X1,sDrive20i,1 009 000 Kč,2024,27000km,1/2028,Perfektní,125 kW / 170 PS,1 499 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,bílá,Ruská 3018 Ostrava-Moravská Ostrava 70300
BMW Řada 3,318d Sedan,1 047 725 Kč,12/2022,20552km,4/2027,Předváděcí vozidlo,110 kW / 150 PS,1 995 cm³,nafta,aut. převodovka,sedan,4 dveře,5 míst,bílá,Řípská 5c Brno - Slatina 62700
BMW X5,xDrive30d,1 049 000 Kč,2019,111200km,neuvedeno,Velmi dobrý,195 kW / 265 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,modrá metalíza,Průběžná 76 Praha 10 10000
BMW X1,xDrive18d,1 049 000 Kč,1/2021,53000km,1/2027,Předváděcí vozidlo,110 kW / 150 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,modrá metalíza,Tř.T.Bati 400 Zlín 76001
BMW X6,"M ČR, Vent.Sedadla,HK,Pano",1 049 900 Kč,12/2017,58000km,neuvedeno,neuvedeno,423 kW / 575 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,stříbrná metalíza,Za Kličovem 1 Praha 9 19000
BMW X1,xDrive20d,1 049 000 Kč,2024,6500km,2/2028,Perfektní,120 kW / 163 PS,1 995 cm³,nafta,neuvedeno,SUV,5 dveří,5 míst,zelená metalíza,Ruská 3018 Ostrava-Moravská Ostrava 70300
BMW Řada 3,330E,1 049 000 Kč,11/2022,36000km,neuvedeno,neuvedeno,215 kW / 292 PS,1 998 cm³,hybridní - benzin,aut. převodovka,sedan,4 dveře,4 místa,bílá metalíza,Březhradská 195 Hradec Králové - Březhrad 50332
BMW Řada 5,540xd M H/K HUD Pano ACC,1 049 000 Kč,2/2020,89795km,5/2026,Perfektní,235 kW / 320 PS,2 993 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,černá metalíza,"U Pekáren 1645/1, Praha Hostivař Praha 10 - Hostivař 10200"
BMW Řada 5,545e xDrive Sedan,1 049 000 Kč,10/2022,27000km,neuvedeno,neuvedeno,290 kW / 394 PS,2 998 cm³,hybridní - benzin,aut. převodovka,sedan,4 dveře,5 míst,černá metalíza,Okruzni 49 Ceske Budejovice 37001
BMW X4,xDrive 30d xLine,1 049 000 Kč,1/2021,62045km,neuvedeno,Perfektní,210 kW / 286 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá,Lipová 280 Praha - Čestlice 25101
BMW M4,Cabrio,1 049 000 Kč,2015,99500km,neuvedeno,Velmi dobrý,317 kW / 431 PS,2 979 cm³,benzin,aut. převodovka,kupé,3 dveře,5 míst,stříbrná metalíza,Obchodní 622 Liberec 11 46001
BMW Řada 7,740d xDrive,1 049 000 Kč,12/2018,82145km,neuvedeno,Velmi dobrý,235 kW / 320 PS,2 993 cm³,nafta,aut. převodovka,sedan,5 dveří,5 míst,černá metalíza,Jeremiášova 1127/5 Praha 5 - Stodůlky 15500
BMW X5,xDrive40i Vzduch 7 Míst,1 049 000 Kč,9/2019,84000km,1/2026,Perfektní,250 kW / 340 PS,2 998 cm³,benzin,aut. převodovka,SUV,5 dveří,7 míst,černá,Černokostelecká 697/59 Říčany u Prahy 25101
BMW Řada 3,3.0 /275kW,1 049 000 Kč,2020,50500km,11/2026,Perfektní,275 kW / 374 PS,2 998 cm³,benzin,aut. převodovka,liftback,4 dveře,5 míst,oranžová,
BMW Řada 7,750 XDL M-SPORT/1.MAJ.ČR/LASER,1 049 000 Kč,2020,245000km,3/2023,Perfektní,294 kW / 400 PS,2 993 cm³,nafta,aut. převodovka,limuzína,4 dveře,5 míst,černá metalíza,Zlínská 1205 VIZOVICE 76312
BMW Řada 3,330d xDrive Touring,1 049 000 Kč,1/2022,69000km,1/2026,Předváděcí vozidlo,210 kW / 286 PS,2 993 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,šedá metalíza,Tř.T.Bati 400 Zlín 76001
BMW Řada 5,530e xDrive Touring,1 049 000 Kč,8/2021,48000km,neuvedeno,neuvedeno,215 kW / 292 PS,1 998 cm³,hybridní - benzin,aut. převodovka,kombi,5 dveří,5 míst,modrá metalíza,Za Kličovem 1 Praha 9 19000
BMW Řada 1,120,1 049 000 Kč,7/2024,neuvedeno,neuvedeno,Nové vozidlo,125 kW / 170 PS,1 499 cm³,benzin,neuvedeno,hatchback,5 dveří,5 míst,neuvedeno,Jeremiášova 1127/5 Praha 5 - Stodůlky 15500
BMW X5,"30d, Vzduch, Webasto, Tažné",1 049 000 Kč,5/2019,212000km,4/2025,Velmi dobrý,210 kW / 286 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,šedá metalíza,Hodkovická 135 Liberec 46312
BMW Řada 3,řady 3 | 320d xDrive,1 049 000 Kč,8/2022,29100km,neuvedeno,Velmi dobrý,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,černá metalíza,Jeremiášova 1127/5 Praha 5 - Stodůlky 15500
BMW Řada 3,320d xDrive Touring,1 049 000 Kč,7/2022,50000km,neuvedeno,neuvedeno,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,modrá metalíza,Okruzni 49 Ceske Budejovice 37001
BMW Řada 3,320d xDrive Touring,1 059 000 Kč,2023,33000km,1/2027,Perfektní,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,modrá,Ruská 3018 Ostrava-Moravská Ostrava 70300
BMW Řada 6,GT 640i Luxury Line,1 050 000 Kč,2018,151997km,8/2026,Perfektní,250 kW / 340 PS,2 998 cm³,benzin,aut. převodovka,sedan,5 dveří,5 míst,hnědá,Bylany 147 Bylany 53801
BMW X5,30d xDrive M-Sport,1 049 900 Kč,5/2019,134420km,4/2025,Velmi dobrý,195 kW / 265 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,modrá metalíza,Jenisov 187 Karlovy Vary 36001
BMW X5,xDrive30d (F15) M Sport Paket,1 059 000 Kč,2016,35500km,9/2026,Perfektní,190 kW / 258 PS,2 993 cm³,nafta,aut. převodovka,SUV,neuvedeno,5 míst,bílá,"Vídeňská 19 Vestec, Praha-západ 25250"
BMW Řada 2,220i Active Tourer,1 050 000 Kč,2024,6km,neuvedeno,Nové vozidlo,115 kW / 156 PS,1 499 cm³,benzin,aut. převodovka,MPV,5 dveří,5 míst,modrá metalíza,Obchodní 622 Liberec 11 46001
BMW M2,"3.0 Competition, 410PS",1 049 990 Kč,7/2020,83000km,7/2026,neuvedeno,302 kW / 411 PS,2 979 cm³,benzin,aut. převodovka,kupé,2 dveře,4 místa,šedá metalíza,Křižíkova 2411 Benešov 25601
BMW X5,30d xDrive Advantage,1 049 999 Kč,8/2020,148057km,neuvedeno,Velmi dobrý,195 kW / 265 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá metalíza,Kostelecká 933/77a Praha 9 Čakovice 19600
BMW X3,xDrive20d,1 059 000 Kč,2022,88500km,3/2022,Perfektní,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,bílá,Ruská 3018 Ostrava-Moravská Ostrava 70300
BMW X3,xDrive20d Head up,1 059 000 Kč,1/2022,98036km,1/2026,Perfektní,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá,Řípská 5c Brno - Slatina 62700
BMW Řada 7,740d xDrive Limousine,1 060 000 Kč,2019,199000km,neuvedeno,Velmi dobrý,235 kW / 320 PS,2 993 cm³,nafta,aut. převodovka,sedan,5 dveří,5 míst,černá metalíza,Tovární 1b Olomouc 77900
BMW X5,xDrive30d,1 051 490 Kč,2/2019,169619km,neuvedeno,Velmi dobrý,210 kW / 286 PS,2 993 cm³,nafta,neuvedeno,SUV,5 dveří,5 míst,bílá metalíza,Jeremiášova 1127/5 Praha 5 - Stodůlky 15500
BMW X1,sDrive18d,1 068 000 Kč,N/A,neuvedeno,neuvedeno,Nové vozidlo,110 kW / 150 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá,Vítkovická 3246/1A Ostrava-Moravská Ostrava 70200
BMW Řada 5,530d xDrive Sedan,1 052 778 Kč,8/2020,89544km,neuvedeno,neuvedeno,210 kW / 286 PS,2 993 cm³,nafta,aut. převodovka,sedan,4 dveře,5 míst,šedá,Bytčická 82 Žilina 01001
BMW Řada 3,320d xDrive Touring M Sport /,1 068 000 Kč,2/2023,47300km,2/2027,Perfektní,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,černá metalíza,Plzeňská 130/221 Praha 5 - Motol 15000
BMW M4,COMPETITION AKRAPOVIČ,1 059 000 Kč,8/2016,134040km,10/2025,Perfektní,331 kW / 450 PS,2 979 cm³,benzin,aut. převodovka,kupé,2 dveře,4 místa,bílá,"Šterboholská 1476/85 Hostivař, Šterboholská 1476/85 10200"
BMW Řada 1,120,1 059 000 Kč,2024,18km,neuvedeno,Nové vozidlo,neuvedeno,neuvedeno,benzin,aut. převodovka,hatchback,5 dveří,5 míst,šedá metalíza,Průběžná 76 Praha 10 10000
BMW M4,"Coupé, Head-Up, Harman Kardon",1 049 900 Kč,2/2016,92500km,neuvedeno,Perfektní,317 kW / 431 PS,2 979 cm³,benzin,aut. převodovka,kupé,3 dveře,4 místa,šedá,Poříčí 851 Boršov nad Vltavou 37382
BMW Řada 3,320d xDrive Touring M Sport /,1 058 000 Kč,3/2023,50700km,3/2027,Perfektní,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,modrá metalíza,Plzeňská 130/221 Praha 5 - Motol 15000
BMW X1,sDrive 18i,1 065 000 Kč,9/2024,1517km,neuvedeno,Předváděcí vozidlo,100 kW / 136 PS,1 499 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,modrá,Lipová 280 Praha - Čestlice 25101
BMW Řada 3,330e xDrive Touring,1 070 850 Kč,7/2022,52000km,neuvedeno,neuvedeno,215 kW / 292 PS,1 998 cm³,hybridní - benzin,aut. převodovka,kombi,5 dveří,5 míst,bílá,Březhradská 195 Hradec Králové - Březhrad 50332
BMW Řada 2,řady 2 | 223d xDrive,1 069 000 Kč,1/2024,15173km,neuvedeno,Velmi dobrý,155 kW / 211 PS,1 995 cm³,nafta,neuvedeno,MPV,5 dveří,5 míst,černá metalíza,Jeremiášova 1127/5 Praha 5 - Stodůlky 15500
BMW M4,cabrio TOP STAV,1 079 000 Kč,2015,87300km,4/2025,Perfektní,317 kW / 431 PS,2 979 cm³,benzin,aut. převodovka,kabriolet,neuvedeno,4 místa,bílá metalíza,Osma 481 Nové Město nad Metují 54901
BMW Řada 7,730d xDrive Vzduch Laser,1 069 000 Kč,9/2020,171000km,11/2026,Perfektní,210 kW / 286 PS,2 993 cm³,nafta,aut. převodovka,sedan,4 dveře,5 míst,světle šedá,Černokostelecká 697/59 Říčany u Prahy 25101
BMW X1,"sDrive20i, Full LED, Navigace",1 080 000 Kč,2024,12563km,6/2028,Perfektní,125 kW / 170 PS,1 500 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,bílá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW Z4,sDrive20i,1 088 000 Kč,2023,25000km,neuvedeno,Perfektní,145 kW / 197 PS,1 998 cm³,benzin,neuvedeno,kabriolet,3 dveře,2 místa,červená metalíza,Tovární 1b Olomouc 77900
BMW Řada 5,540i xDrive M-Sport CZ 1.M TOP,1 079 000 Kč,1/2020,47000km,neuvedeno,Perfektní,250 kW / 340 PS,2 998 cm³,benzin,aut. převodovka,kombi,5 dveří,5 míst,tmavě modrá metalíza,Pražská třída 24/138 Hradec Králové 50004
BMW X3,xDrive20d,1 079 000 Kč,2021,65000km,1/2025,Velmi dobrý,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá metalíza,Průběžná 76 Praha 10 10000
BMW X6,xDrive30d,1 078 878 Kč,5/2018,92598km,neuvedeno,neuvedeno,190 kW / 258 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,modrá metalíza,Bytčická 82 Žilina 01001
BMW i3,i3s 94Ah REX,1 085 000 Kč,2019,54000km,neuvedeno,Perfektní,135 kW / 184 PS,neuvedeno,elektro,neuvedeno,hatchback,5 dveří,5 míst,černá,Tovární 1b Olomouc 77900
BMW X1,sDrive18d,1 073 000 Kč,2024,27000km,2/2028,Perfektní,110 kW / 150 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,zelená metalíza,Ruská 3018 Ostrava-Moravská Ostrava 70300
BMW X1,xDrive20d,1 077 000 Kč,2023,14000km,11/2027,Perfektní,120 kW / 163 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,zelená metalíza,Ruská 3018 Ostrava-Moravská Ostrava 70300
BMW X2,xDrive 20d + zimní kom. kola,1 073 000 Kč,2025,1km,neuvedeno,Nové vozidlo,120 kW / 163 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá,Dražkovice 239 53333
BMW Řada 4,420d xDrive Gran Coupe,1 089 000 Kč,3/2022,45500km,neuvedeno,neuvedeno,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,kupé,5 dveří,5 míst,oranžová metalíza,Za Kličovem 1 Praha 9 19000
BMW X3,xDrive20d (G01) M Sport,1 079 000 Kč,5/2019,29200km,4/2025,Perfektní,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,bílá,"Vídeňská 19 Vestec, Praha-západ 25250"
BMW Řada 5,"520XD,M-PAKET,ČR,TAŽNÉ,DPH",1 079 000 Kč,10/2022,59000km,10/2026,Perfektní,140 kW / 190 PS,1 995 cm³,nafta,aut. převodovka,kombi,5 dveří,5 míst,bílá,Mostní 749 Kralupy nad Vltavou 27801
BMW Řada 5,540i xDrive M SPORT LCI,1 069 000 Kč,11/2020,26500km,neuvedeno,Perfektní,245 kW / 333 PS,2 993 cm³,benzin,neuvedeno,sedan,neuvedeno,5 míst,černá metalíza,Husova tř. 42 České Budějovice 37001
BMW X1,"sDrive20i, Full LED, Navigace",1 080 000 Kč,2024,12563km,6/2028,Perfektní,125 kW / 170 PS,1 500 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,bílá,Dopraváků 874/15 Praha 8 - Čimice 18400
BMW iX1,eDrive20,1 087 000 Kč,1/2024,19000km,neuvedeno,neuvedeno,150 kW / 204 PS,neuvedeno,elektro,aut. převodovka,SUV,5 dveří,5 míst,bílá,Březhradská 195 Hradec Králové - Březhrad 50332
BMW X1,xDrive23i,1 077 000 Kč,2023,10000km,9/2027,Perfektní,160 kW / 218 PS,1 998 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,oranžová metalíza,Ruská 3018 Ostrava-Moravská Ostrava 70300
BMW X1,sDrive 18i,1 090 000 Kč,7/2024,7000km,neuvedeno,Předváděcí vozidlo,100 kW / 136 PS,1 499 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,bílá,Lipová 280 Praha - Čestlice 25101
BMW X4,3.0i xDrive M-Paket,1 090 000 Kč,2019,80000km,5/2025,Perfektní,185 kW / 252 PS,1 998 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,černá metalíza,U Cihláře 3900 HAVLÍČŮV BROD 58001
BMW X5,"3,0 40i M-Packet xDrive AT 4WD",1 089 000 Kč,1/2020,169058km,1/2026,Velmi dobrý,250 kW / 340 PS,2 998 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,modrá metalíza,Weberova 1234/1a PRAHA 5 15000
BMW X5,M50i,1 098 000 Kč,11/2019,187009km,7/2024,neuvedeno,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,neuvedeno,černá,Řípská 5c Brno - Slatina 62700
